date,time,confirmedcases,recovered,dead,totalR
2/21/2022,761,264201,0,6805,6805
2/22/2022,762,264365,0,6812,6812
2/23/2022,763,264488,0,6816,6816
2/24/2022,764,264603,0,6820,6820
2/25/2022,765,264706,0,6823,6823
2/26/2022,766,264778,0,6828,6828
2/27/2022,767,264855,0,6831,6831
2/28/2022,768,264936,0,6835,6835
3/1/2022,769,265010,0,6840,6840
3/2/2022,770,265079,0,6843,6843
3/3/2022,771,265130,0,6848,6848
3/4/2022,772,265186,0,6852,6852
3/5/2022,773,265227,0,6853,6853
3/6/2022,774,265265,0,6855,6855
3/7/2022,775,265297,0,6857,6857
3/8/2022,776,265323,0,6858,6858
3/9/2022,777,265346,0,6860,6860
3/10/2022,778,265366,0,6861,6861
3/11/2022,779,265391,0,6861,6861
3/12/2022,780,265410,0,6862,6862
3/13/2022,781,265432,0,6864,6864
3/14/2022,782,265457,0,6866,6866
3/15/2022,783,265478,0,6868,6868
3/16/2022,784,265496,0,6869,6869
3/17/2022,785,265511,0,6870,6870
3/18/2022,786,265524,0,6871,6871
3/19/2022,787,265539,0,6871,6871
3/20/2022,788,265550,0,6871,6871
3/21/2022,789,265562,0,6872,6872
3/22/2022,790,265573,0,6873,6873
3/23/2022,791,265585,0,6873,6873
3/24/2022,792,265599,0,6873,6873
3/25/2022,793,265612,0,6873,6873
3/26/2022,794,265621,0,6873,6873
3/27/2022,795,265629,0,6873,6873
3/28/2022,796,265641,0,6873,6873
3/29/2022,797,265651,0,6874,6874
3/30/2022,798,265662,0,6874,6874
3/31/2022,799,265671,0,6874,6874
4/1/2022,800,265679,0,6874,6874
4/2/2022,801,265684,0,6874,6874
4/3/2022,802,265691,0,6874,6874
4/4/2022,803,265694,0,6874,6874
4/5/2022,804,265699,0,6874,6874
4/6/2022,805,265705,0,6874,6874
4/7/2022,806,265707,0,6874,6874
4/8/2022,807,265714,0,6874,6874
4/9/2022,808,265720,0,6874,6874
4/10/2022,809,265724,0,6874,6874
4/11/2022,810,265727,0,6874,6874
4/12/2022,811,265730,0,6874,6874
4/13/2022,812,265731,0,6874,6874
4/14/2022,813,265733,0,6874,6874
4/15/2022,814,265738,0,6874,6874
4/16/2022,815,265739,0,6874,6874
4/17/2022,816,265739,0,6874,6874
4/18/2022,817,265741,0,6874,6874
4/19/2022,818,265746,0,6874,6874
4/20/2022,819,265746,0,6874,6874
4/21/2022,820,265754,0,6874,6874
4/22/2022,821,265761,0,6874,6874
4/23/2022,822,265761,0,6874,6874
4/24/2022,823,265767,0,6875,6875
4/25/2022,824,265771,0,6875,6875
4/26/2022,825,265772,0,6875,6875
4/27/2022,826,265773,0,6875,6875
4/28/2022,827,265776,0,6875,6875
4/29/2022,828,265779,0,6875,6875
4/30/2022,829,265780,0,6875,6875
5/1/2022,830,265782,0,6875,6875
5/2/2022,831,265782,0,6875,6875
5/3/2022,832,265782,0,6875,6875
5/4/2022,833,265782,0,6875,6875
5/5/2022,834,265786,0,6875,6875
5/6/2022,835,265791,0,6875,6875
5/7/2022,836,265794,0,6875,6875
5/8/2022,837,265798,0,6875,6875
5/9/2022,838,265800,0,6875,6875
5/10/2022,839,265804,0,6875,6875
5/11/2022,840,265806,0,6875,6875
5/12/2022,841,265808,0,6875,6875
5/13/2022,842,265814,0,6875,6875
5/14/2022,843,265816,0,6875,6875
5/15/2022,844,265818,0,6875,6875
5/16/2022,845,265823,0,6875,6875
5/17/2022,846,265828,0,6875,6875
5/18/2022,847,265834,0,6875,6875
5/19/2022,848,265841,0,6875,6875
5/20/2022,849,265847,0,6875,6875
5/21/2022,850,265851,0,6875,6875
5/22/2022,851,265854,0,6875,6875
5/23/2022,852,265855,0,6875,6875
5/24/2022,853,265860,0,6875,6875
5/25/2022,854,265862,0,6875,6875
5/26/2022,855,265864,0,6875,6875
5/27/2022,856,265870,0,6875,6875
5/28/2022,857,265873,0,6875,6875
5/29/2022,858,265873,0,6875,6875
5/30/2022,859,265877,0,6875,6875
5/31/2022,860,265884,0,6875,6875
6/1/2022,861,265887,0,6875,6875
6/2/2022,862,265889,0,6875,6875
6/3/2022,863,265889,0,6875,6875
6/4/2022,864,265889,0,6875,6875
6/5/2022,865,265897,0,6875,6875
6/6/2022,866,265900,0,6875,6875
6/7/2022,867,265904,0,6875,6875
6/8/2022,868,265909,0,6875,6875
6/9/2022,869,265920,0,6875,6875
6/10/2022,870,265925,0,6875,6875
6/11/2022,871,265925,0,6875,6875
6/12/2022,872,265927,0,6875,6875
6/13/2022,873,265937,0,6875,6875
6/14/2022,874,265943,0,6875,6875
6/15/2022,875,265952,0,6875,6875
6/16/2022,876,265964,0,6875,6875
6/17/2022,877,265968,0,6875,6875
6/18/2022,878,265971,0,6875,6875
6/19/2022,879,265975,0,6875,6875
6/20/2022,880,265985,0,6875,6875
6/21/2022,881,265993,0,6875,6875
6/22/2022,882,266006,0,6875,6875
6/23/2022,883,266015,0,6875,6875
6/24/2022,884,266025,0,6875,6875
6/25/2022,885,266030,0,6875,6875
6/26/2022,886,266038,0,6875,6875
6/27/2022,887,266049,0,6875,6875
6/28/2022,888,266062,0,6875,6875
6/29/2022,889,266073,0,6875,6875
6/30/2022,890,266087,0,6875,6875
7/1/2022,891,266105,0,6875,6875
7/2/2022,892,266115,0,6875,6875
7/3/2022,893,266128,0,6875,6875
7/4/2022,894,266173,0,6875,6875
7/5/2022,895,266173,0,6875,6875
7/6/2022,896,266181,0,6875,6875
7/7/2022,897,266202,0,6875,6875
7/8/2022,898,266228,0,6875,6875
7/9/2022,899,266246,0,6875,6875
7/10/2022,900,266257,0,6875,6875
7/11/2022,901,266274,0,6875,6875
7/12/2022,902,266303,0,6875,6875
7/13/2022,903,266328,0,6875,6875
7/14/2022,904,266356,0,6875,6875
7/15/2022,905,266392,0,6875,6875
7/16/2022,906,266424,0,6875,6875
7/17/2022,907,266445,0,6875,6875
7/18/2022,908,266487,0,6875,6875
7/19/2022,909,266542,0,6875,6875
7/20/2022,910,266591,0,6875,6875
7/21/2022,911,266654,0,6875,6875
7/22/2022,912,266700,0,6875,6875
7/23/2022,913,266772,0,6875,6875
7/24/2022,914,266839,0,6876,6876
7/25/2022,915,266916,0,6876,6876
7/26/2022,916,267010,0,6876,6876
7/27/2022,917,267096,0,6876,6876
7/28/2022,918,267194,0,6876,6876
7/29/2022,919,267287,0,6876,6876
7/30/2022,920,267374,0,6876,6876
7/31/2022,921,267454,0,6876,6876
8/1/2022,922,267546,0,6876,6876
8/2/2022,923,267657,0,6876,6876
8/3/2022,924,267777,0,6876,6876
8/4/2022,925,267902,0,6877,6877
8/5/2022,926,268033,0,6878,6878
8/6/2022,927,268141,0,6878,6878
8/7/2022,928,268254,0,6878,6878
8/8/2022,929,268356,0,6878,6878
8/9/2022,930,268478,0,6878,6878
8/10/2022,931,268584,0,6878,6878
8/11/2022,932,268718,0,6878,6878
8/12/2022,933,268866,0,6878,6878
8/13/2022,934,269008,0,6878,6878
8/14/2022,935,269141,0,6878,6878
8/15/2022,936,269269,0,6878,6878
8/16/2022,937,269381,0,6878,6878
8/17/2022,938,269473,0,6878,6878
8/18/2022,939,269556,0,6878,6878
8/19/2022,940,269650,0,6878,6878
8/20/2022,941,269731,0,6878,6878
8/21/2022,942,269805,0,6878,6878
8/22/2022,943,269894,0,6878,6878
8/23/2022,944,269971,0,6878,6878
8/24/2022,945,270043,0,6878,6878
8/25/2022,946,270097,0,6878,6878
8/26/2022,947,270145,0,6878,6878
8/27/2022,948,270175,0,6878,6878
8/28/2022,949,270194,0,6878,6878
8/29/2022,950,270235,0,6878,6878
8/30/2022,951,270272,0,6878,6878
8/31/2022,952,270304,0,6878,6878
9/1/2022,953,270359,0,6878,6878
9/2/2022,954,270405,0,6878,6878
9/3/2022,955,270426,0,6878,6878
9/4/2022,956,270443,0,6879,6879
9/5/2022,957,270461,0,6879,6879
9/6/2022,958,270476,0,6879,6879
9/7/2022,959,270489,0,6879,6879
9/8/2022,960,270507,0,6879,6879
9/9/2022,961,270522,0,6879,6879
9/10/2022,962,270532,0,6879,6879
9/11/2022,963,270539,0,6879,6879
9/12/2022,964,270551,0,6879,6879
9/13/2022,965,270551,0,6879,6879
9/14/2022,966,270570,0,6879,6879
9/15/2022,967,270584,0,6879,6879
9/16/2022,968,270599,0,6879,6879
9/17/2022,969,270606,0,6879,6879
9/18/2022,970,270609,0,6879,6879
9/19/2022,971,270612,0,6879,6879
9/20/2022,972,270612,0,6879,6879
9/21/2022,973,270619,0,6879,6879
9/22/2022,974,270625,0,6879,6879
9/23/2022,975,270631,0,6879,6879
9/24/2022,976,270637,0,6879,6879
9/25/2022,977,270641,0,6879,6879
9/26/2022,978,270649,0,6879,6879
9/27/2022,979,270654,0,6879,6879
9/28/2022,980,270662,0,6879,6879
9/29/2022,981,270668,0,6879,6879
9/30/2022,982,270673,0,6879,6879
10/1/2022,983,270676,0,6879,6879
10/2/2022,984,270679,0,6879,6879
10/3/2022,985,270682,0,6879,6879
10/4/2022,986,270690,0,6879,6879
10/5/2022,987,270693,0,6879,6879
10/6/2022,988,270697,0,6881,6881
10/7/2022,989,270701,0,6881,6881
10/8/2022,990,270701,0,6881,6881
10/9/2022,991,270707,0,6881,6881
10/10/2022,992,270713,0,6881,6881
10/11/2022,993,270716,0,6881,6881
10/12/2022,994,270722,0,6881,6881
10/13/2022,995,270722,0,6881,6881
10/14/2022,996,270734,0,6881,6881
10/15/2022,997,270734,0,6881,6881
10/16/2022,998,270740,0,6881,6881
10/17/2022,999,270757,0,6881,6881
10/18/2022,1000,270766,0,6881,6881
10/19/2022,1001,270768,0,6881,6881
10/20/2022,1002,270769,0,6881,6881
10/21/2022,1003,270771,0,6881,6881
10/22/2022,1004,270771,0,6881,6881
10/23/2022,1005,270783,0,6881,6881
10/24/2022,1006,270788,0,6881,6881
10/25/2022,1007,270800,0,6881,6881
10/26/2022,1008,270810,0,6881,6881
10/27/2022,1009,270817,0,6881,6881
10/28/2022,1010,270826,0,6881,6881
10/29/2022,1011,270829,0,6881,6881
10/30/2022,1012,270836,0,6881,6881
10/31/2022,1013,270838,0,6881,6881
11/1/2022,1014,270839,0,6881,6881
11/2/2022,1015,270840,0,6881,6881
11/3/2022,1016,270847,0,6881,6881
11/4/2022,1017,270856,0,6881,6881
11/5/2022,1018,270862,0,6881,6881
11/6/2022,1019,270873,0,6881,6881
11/7/2022,1020,270881,0,6881,6881
11/8/2022,1021,270891,0,6881,6881
11/9/2022,1022,270906,0,6881,6881
11/10/2022,1023,270917,0,6881,6881
11/11/2022,1024,270924,0,6881,6881
11/12/2022,1025,270929,0,6881,6881
11/13/2022,1026,270939,0,6881,6881
11/14/2022,1027,270952,0,6881,6881
11/15/2022,1028,270969,0,6881,6881
11/16/2022,1029,270981,0,6881,6881
11/17/2022,1030,270996,0,6881,6881
11/18/2022,1031,270996,0,6881,6881
11/19/2022,1032,271011,0,6881,6881
11/20/2022,1033,271023,0,6881,6881
11/21/2022,1034,271028,0,6881,6881
11/22/2022,1035,271035,0,6881,6881
11/23/2022,1036,271041,0,6881,6881
11/24/2022,1037,271050,0,6881,6881
11/25/2022,1038,271057,0,6881,6881
11/26/2022,1039,271061,0,6881,6881
11/27/2022,1040,271061,0,6881,6881
